,id,date,search
364,1337094340871503873,2020-12-10,AMZN
365,1337094282570829833,2020-12-10,AMZN
366,1337094249398087680,2020-12-10,AMZN
367,1337094080422096897,2020-12-10,AMZN
368,1337093956539133954,2020-12-10,AMZN
369,1337093933311016961,2020-12-10,AMZN
370,1337093931323052034,2020-12-10,AMZN
371,1337093889870671875,2020-12-10,AMZN
372,1337093843993374720,2020-12-10,AMZN
373,1337093760023470080,2020-12-10,AMZN
374,1337093759381598209,2020-12-10,AMZN
375,1337093725214937088,2020-12-10,AMZN
376,1337093707091292160,2020-12-10,AMZN
377,1337093684798627840,2020-12-10,AMZN
378,1337093582386307077,2020-12-10,AMZN
379,1337093553105866752,2020-12-10,AMZN
380,1337093473967681536,2020-12-10,AMZN
381,1337093463867863046,2020-12-10,AMZN
382,1337093461644894210,2020-12-10,AMZN
383,1337093410927247360,2020-12-10,AMZN
384,1337093395412467712,2020-12-10,AMZN
385,1337093339993178112,2020-12-10,AMZN
386,1337093310356316162,2020-12-10,AMZN
387,1337093244346224640,2020-12-10,AMZN
388,1337093216009678848,2020-12-10,AMZN
389,1337093159432675330,2020-12-10,AMZN
390,1337093062917427200,2020-12-10,AMZN
391,1337092999533133824,2020-12-10,AMZN
392,1337092999168274435,2020-12-10,AMZN
393,1337092985293578240,2020-12-10,AMZN
394,1337092957455970305,2020-12-10,AMZN
395,1337092845098905604,2020-12-10,AMZN
396,1337092466743382017,2020-12-10,AMZN
397,1337092260387811345,2020-12-10,AMZN
398,1337092225658916865,2020-12-10,AMZN
399,1337092194285592584,2020-12-10,AMZN
400,1337092136672620546,2020-12-10,AMZN
401,1337091836238848004,2020-12-10,AMZN
402,1337091792101986304,2020-12-10,AMZN
403,1337091497519435778,2020-12-10,AMZN
404,1337091442540425217,2020-12-10,AMZN
405,1337091272423723011,2020-12-10,AMZN
406,1337091259371036679,2020-12-10,AMZN
407,1337091130807246848,2020-12-10,AMZN
408,1337091036825481219,2020-12-10,AMZN
409,1337090908580417537,2020-12-10,AMZN
410,1337090673057607681,2020-12-10,AMZN
411,1337090575133249536,2020-12-10,AMZN
412,1337090407088467972,2020-12-10,AMZN
413,1337090303929450497,2020-12-10,AMZN
414,1337090162925260800,2020-12-10,AMZN
415,1337090056851517444,2020-12-10,AMZN
416,1337090055446417411,2020-12-10,AMZN
417,1337090013494972416,2020-12-10,AMZN
418,1337089493103415299,2020-12-10,AMZN
419,1337089463911116800,2020-12-10,AMZN
420,1337089335473082368,2020-12-10,AMZN
421,1337089198872907776,2020-12-10,AMZN
422,1337089021151993857,2020-12-10,AMZN
423,1337088947034447872,2020-12-10,AMZN
